Date,Temperature (°C),Humidity (%)
2025-06-14 17:10:01,22.96,34.1
2025-06-14 17:20:01,22.96,36.4
2025-06-14 17:30:01,22.77,33.4
2025-06-14 17:40:01,22.57,33.9
2025-06-14 17:50:01,22.47,36
2025-06-14 18:00:01,22.27,36.6
2025-06-14 18:10:01,22.17,35.8
2025-06-14 18:20:01,21.97,35.3
2025-06-14 18:30:01,21.78,34.9
2025-06-14 18:40:01,21.68,35.2
2025-06-14 18:50:01,21.48,38.4
2025-06-14 19:00:01,21.38,37.7
2025-06-14 19:10:01,21.28,40.6
2025-06-14 19:20:01,21.08,41.6
2025-06-14 19:30:01,20.98,41.4
2025-06-14 19:40:01,21.08,42.3
2025-06-14 19:50:01,20.49,41.3
2025-06-14 20:00:01,19.99,46.2
2025-06-14 20:10:02,19.60,46.3
2025-06-14 20:20:01,19.10,50.2
2025-06-14 20:30:01,18.51,55
2025-06-14 20:40:01,18.01,57.5
2025-06-14 20:50:01,17.42,60.3
2025-06-14 21:00:01,16.83,60.4
2025-06-14 21:10:01,16.23,62.1
2025-06-14 21:20:01,15.74,63.4
2025-06-14 21:30:01,15.14,63.9
2025-06-14 21:40:01,14.65,66.5
2025-06-14 21:50:01,14.25,67.9
2025-06-14 22:00:01,13.95,68.9
2025-06-14 22:10:01,13.56,70
2025-06-14 22:20:01,13.16,72
2025-06-14 22:30:01,12.96,73
2025-06-14 22:40:01,12.67,73.5
2025-06-14 22:50:02,12.37,75
2025-06-14 23:00:01,12.07,75.5
2025-06-14 23:10:01,11.88,75.9
2025-06-14 23:20:01,11.58,76.6
2025-06-14 23:30:01,11.38,77.6
2025-06-14 23:40:02,11.28,83.7
2025-06-14 23:50:01,11.18,90
2025-06-15 00:00:01,11.08,92.1
2025-06-15 00:10:01,10.98,93.4
2025-06-15 00:20:01,10.79,94.3
2025-06-15 00:30:01,10.79,95.2
2025-06-15 00:40:01,10.69,95.8
2025-06-15 00:50:01,10.59,96.2
2025-06-15 01:00:01,10.49,96.3
2025-06-15 01:10:01,10.39,96.8
2025-06-15 01:20:01,10.29,97
2025-06-15 01:30:01,10.19,97
2025-06-15 01:40:01,9.99,97.7
2025-06-15 01:50:01,9.90,97.7
2025-06-15 02:00:01,9.70,97.9
2025-06-15 02:10:01,9.60,98.2
2025-06-15 02:20:01,9.50,98.6
2025-06-15 02:30:01,9.40,98.6
2025-06-15 02:40:01,9.30,99
2025-06-15 02:50:01,9.10,98.7
2025-06-15 03:00:01,9.10,99.6
2025-06-15 03:10:01,9.00,99.8
2025-06-15 03:20:01,8.91,99.6
2025-06-15 03:30:01,8.81,100.1
2025-06-15 03:40:01,8.71,99.8
2025-06-15 03:50:01,8.51,99.9
2025-06-15 04:00:01,8.31,99.8
2025-06-15 04:10:01,8.21,100
2025-06-15 04:20:01,8.11,100.2
2025-06-15 04:30:01,8.01,100.2
2025-06-15 04:40:01,7.82,100.4
2025-06-15 04:50:01,7.72,100.7
2025-06-15 05:00:01,7.62,101.1
2025-06-15 05:10:01,7.52,101.2
2025-06-15 05:20:01,7.52,101.5
2025-06-15 05:30:01,7.42,101.6
2025-06-15 05:40:02,7.42,101.7
2025-06-15 05:50:01,7.52,102.1
2025-06-15 06:00:01,7.62,102.3
2025-06-15 06:10:01,7.72,102.6
2025-06-15 06:20:01,7.82,102.5
2025-06-15 06:30:01,8.11,103.1
2025-06-15 06:40:01,8.31,103.4
2025-06-15 06:50:01,8.71,103.7
2025-06-15 07:00:01,9.10,103.9
2025-06-15 07:10:01,9.60,104
2025-06-15 07:20:01,10.19,104.1
2025-06-15 07:30:01,11.18,104.6
2025-06-15 07:40:01,12.96,105
2025-06-15 07:50:01,16.23,104.9
2025-06-15 08:00:01,18.81,103.7
2025-06-15 08:10:01,21.18,95.5
2025-06-15 08:20:01,23.26,89.5
2025-06-15 08:30:01,25.24,86.1
2025-06-15 08:40:01,27.02,84.6
2025-06-15 08:50:01,28.61,82.6
2025-06-15 09:00:01,27.62,57
2025-06-15 09:10:01,27.42,52.6
2025-06-15 09:20:01,28.11,46.7
2025-06-15 09:30:01,29.00,40.1
2025-06-15 09:40:01,30.09,37.1
2025-06-15 09:50:01,31.38,30.1
2025-06-15 10:00:01,32.27,29.2
2025-06-15 10:10:01,33.16,25
2025-06-15 10:20:01,33.26,26.4
2025-06-15 10:30:01,33.46,26.8
2025-06-15 10:40:01,34.35,27.6
2025-06-15 10:50:01,34.94,25.8
2025-06-15 11:00:01,34.35,28.3
2025-06-15 11:10:01,33.46,23.9
2025-06-15 11:20:01,33.56,29.6
2025-06-15 11:30:01,32.57,29.2
2025-06-15 11:40:01,31.58,28.8
2025-06-15 11:50:01,31.28,30.3
2025-06-15 12:00:01,30.59,32.8
2025-06-15 12:10:01,30.69,31.7
2025-06-15 12:20:01,30.49,29.9
2025-06-15 12:30:01,30.78,29.4
2025-06-15 12:40:01,30.39,29.8
2025-06-15 12:50:01,30.39,29
2025-06-15 13:00:01,29.99,28.6
2025-06-15 13:10:01,29.89,29.5
2025-06-15 13:20:01,29.79,28.2
2025-06-15 13:30:01,29.30,29.7
2025-06-15 13:40:01,29.50,30.2
2025-06-15 13:50:01,29.79,28
2025-06-15 14:00:01,28.90,27.8
2025-06-15 14:10:01,27.91,29.8
2025-06-15 14:20:01,27.91,33.3
2025-06-15 14:30:01,28.01,29.1
2025-06-15 14:40:01,27.81,33.3
2025-06-15 14:50:01,27.12,30.7
2025-06-15 15:00:01,27.42,30.2
2025-06-15 15:10:01,27.52,30.4
2025-06-15 15:20:01,27.62,31.4
2025-06-15 15:30:01,26.73,30.4
2025-06-15 15:40:01,26.23,35.5
2025-06-15 15:50:01,26.23,35.9
2025-06-15 16:00:01,26.63,31.7
2025-06-15 16:10:01,26.53,36
2025-06-15 16:20:02,26.33,38.2
2025-06-15 16:30:01,26.13,36.1
2025-06-15 16:40:01,25.64,38.6
2025-06-15 16:50:01,25.04,36.6
2025-06-15 17:00:01,24.45,42.8
2025-06-15 17:10:01,23.95,41.1
2025-06-15 17:20:01,23.46,46.1
2025-06-15 17:30:01,23.26,47
2025-06-15 17:40:01,23.36,44.5
2025-06-15 17:50:01,23.36,39.7
2025-06-15 18:00:01,23.26,40.4
2025-06-15 18:10:01,23.36,39.9
2025-06-15 18:20:01,23.26,39.1
2025-06-15 18:30:01,23.26,39
2025-06-15 18:40:01,23.26,39.1
2025-06-15 18:50:01,23.26,36.4
2025-06-15 19:00:01,23.16,39.9
2025-06-15 19:10:01,23.06,42.2
2025-06-15 19:20:01,22.96,45.1
2025-06-15 19:30:01,22.86,45.6
2025-06-15 19:40:01,22.86,48.3
2025-06-15 19:50:01,22.17,51.3
2025-06-15 20:00:01,21.58,57.6
2025-06-15 20:10:01,20.98,59.5
2025-06-15 20:20:01,20.39,62.3
2025-06-15 20:30:01,19.80,63.5
2025-06-15 20:40:01,19.20,64
2025-06-15 20:50:01,18.61,64.8
2025-06-15 21:00:02,18.01,64.3
2025-06-15 21:10:01,17.52,66.3
2025-06-15 21:20:01,17.12,66.3
2025-06-15 21:30:01,16.63,68.4
2025-06-15 21:40:01,16.13,68.9
2025-06-15 21:50:01,15.74,70.5
2025-06-15 22:00:01,15.44,73.2
2025-06-15 22:10:01,15.04,74.3
2025-06-15 22:20:01,14.75,73.9
2025-06-15 22:30:01,14.35,75.2
2025-06-15 22:40:01,14.05,75.7
2025-06-15 22:50:01,13.86,77.8
2025-06-15 23:00:01,13.56,76.6
2025-06-15 23:10:01,13.26,77.6
2025-06-15 23:20:01,13.06,78.2
2025-06-15 23:30:01,12.87,79.5
2025-06-15 23:40:01,12.57,81
2025-06-15 23:50:01,12.27,80.5
2025-06-16 00:00:01,12.07,82
2025-06-16 00:10:01,11.88,82.2
2025-06-16 00:20:01,11.68,83.1
2025-06-16 00:30:01,11.48,83.5
2025-06-16 00:40:01,11.48,84.4
2025-06-16 00:50:01,11.28,84.6
2025-06-16 01:00:01,11.08,83.9
2025-06-16 01:10:01,10.98,84.6
2025-06-16 01:20:01,10.69,85.1
2025-06-16 01:30:01,10.49,85.2
2025-06-16 01:40:01,10.29,86.4
2025-06-16 01:50:01,10.19,86.4
2025-06-16 02:00:01,9.99,87.5
2025-06-16 02:10:01,9.90,87.6
2025-06-16 02:20:02,9.80,88.4
2025-06-16 02:30:01,9.60,88.7
2025-06-16 02:40:01,9.50,88.8
2025-06-16 02:50:01,9.50,89.9
2025-06-16 03:00:01,9.50,89.5
2025-06-16 03:10:01,9.30,89.7
2025-06-16 03:20:01,9.20,89.1
2025-06-16 03:30:01,9.10,89.9
2025-06-16 03:40:01,9.10,90.5
2025-06-16 03:50:01,8.91,90.8
2025-06-16 04:00:01,8.81,90.2
2025-06-16 04:10:01,8.71,91
2025-06-16 04:20:01,8.61,90.7
2025-06-16 04:30:01,8.61,91.4
2025-06-16 04:40:01,8.51,91.9
2025-06-16 04:50:01,8.41,91.6
2025-06-16 05:00:01,8.31,91.7
2025-06-16 05:10:01,8.31,92.8
2025-06-16 05:20:01,8.31,92.8
2025-06-16 05:30:01,8.21,92.4
2025-06-16 05:40:01,8.21,93.1
2025-06-16 05:50:01,8.31,93.4
2025-06-16 06:00:01,8.41,93.4
2025-06-16 06:10:01,8.61,94.2
2025-06-16 06:20:01,8.71,94.2
2025-06-16 06:30:01,9.00,94.5
2025-06-16 06:40:01,9.30,94.6
2025-06-16 06:50:01,9.70,91.6
2025-06-16 07:00:01,9.99,94.8
2025-06-16 07:10:01,10.39,92.5
2025-06-16 07:20:01,10.98,92.1
2025-06-16 07:30:01,11.97,91.3
2025-06-16 07:40:01,13.66,82.5
2025-06-16 07:50:01,16.23,74.9
2025-06-16 08:00:01,19.10,65.7
2025-06-16 08:10:01,22.47,58.9
2025-06-16 08:20:01,23.06,49.6
2025-06-16 08:30:01,24.35,51.3
2025-06-16 08:40:01,25.44,48.5
2025-06-16 08:50:01,26.43,45
2025-06-16 09:00:01,28.31,39.9
2025-06-16 09:10:01,30.19,41
2025-06-16 09:20:01,30.98,37.8
2025-06-16 09:30:01,31.68,36
2025-06-16 09:40:01,32.27,33.4
2025-06-16 09:50:01,32.76,34.2
2025-06-16 10:00:01,33.46,32.9
2025-06-16 10:10:01,34.35,30.7
2025-06-16 10:20:02,34.94,28.2
2025-06-16 10:30:01,35.54,30.4
2025-06-16 10:40:01,35.93,27.2
2025-06-16 10:50:01,36.33,26.8
2025-06-16 11:00:01,36.03,24.6
2025-06-16 11:10:01,35.64,25.5
2025-06-16 11:20:02,34.94,24.9
2025-06-16 11:30:01,34.35,27.7
2025-06-16 11:40:01,33.56,30.7
2025-06-16 11:50:01,32.76,30.3
2025-06-16 12:00:01,32.07,32.7
2025-06-16 12:10:01,31.08,33.1
2025-06-16 12:20:01,31.18,33.2
2025-06-16 12:30:01,31.08,34.7
2025-06-16 12:40:01,30.98,33.9
2025-06-16 12:50:01,31.28,33.6
2025-06-16 13:00:01,30.69,33.2
2025-06-16 13:10:01,30.98,34.4
2025-06-16 13:20:01,30.59,34.5
2025-06-16 13:30:01,31.08,39
2025-06-16 13:40:01,30.88,35.4
2025-06-16 13:50:01,30.69,39.3
2025-06-16 14:00:01,29.99,35.6
2025-06-16 14:10:01,29.79,36.1
2025-06-16 14:20:01,29.99,35.2
2025-06-16 14:30:01,30.19,35
2025-06-16 14:40:01,29.89,40.1
2025-06-16 14:50:01,29.70,43.3
2025-06-16 15:00:02,29.70,40.4
2025-06-16 15:10:01,29.40,38.1
2025-06-16 15:20:01,28.51,43.9
2025-06-16 15:30:01,28.61,45.8
2025-06-16 15:40:01,28.51,45.2
2025-06-16 15:50:01,28.71,44.8
2025-06-16 16:00:01,28.80,40.8
2025-06-16 16:10:01,28.90,39.7
2025-06-16 16:20:01,29.00,45.6
2025-06-16 16:30:01,28.61,39.9
2025-06-16 16:40:01,28.21,41.5
2025-06-16 16:50:01,27.91,43.7
2025-06-16 17:00:01,27.91,43.4
2025-06-16 17:10:01,27.52,45.9
2025-06-16 17:20:01,27.52,41.9
2025-06-16 17:30:01,27.32,41.8
2025-06-16 17:40:01,27.02,41.8
2025-06-16 17:50:01,27.02,47.7
2025-06-16 18:00:01,26.82,46.2
2025-06-16 18:10:01,26.82,46.1
2025-06-16 18:20:01,26.63,45.5
2025-06-16 18:30:01,26.43,50.1
2025-06-16 18:40:01,26.33,45.8
2025-06-16 18:50:01,26.13,45.6
2025-06-16 19:00:01,26.03,48.9
2025-06-16 19:10:01,25.93,46.4
2025-06-16 19:20:01,25.93,49
2025-06-16 19:30:01,25.74,50.6
2025-06-16 19:40:01,25.93,51
2025-06-16 19:50:01,25.34,51.5
2025-06-16 20:00:01,25.14,53.3
2025-06-16 20:10:01,24.84,54.7
2025-06-16 20:20:01,24.45,56.6
2025-06-16 20:30:01,24.05,59.7
2025-06-16 20:40:01,23.76,59.5
2025-06-16 20:50:01,23.46,61.1
2025-06-16 21:00:01,23.06,63.5
2025-06-16 21:10:01,22.67,65.2
2025-06-16 21:20:01,22.27,72.4
2025-06-16 21:30:01,21.87,74.8
2025-06-16 21:40:01,21.38,76.1
2025-06-16 21:50:01,21.08,76.9
2025-06-16 22:00:01,20.69,74.7
2025-06-16 22:10:01,20.49,77
2025-06-16 22:20:01,20.09,80.1
2025-06-16 22:30:01,19.80,80.5
2025-06-16 22:40:01,19.50,81.1
2025-06-16 22:50:01,19.20,80.3
2025-06-16 23:00:01,19.20,78.9
2025-06-16 23:10:01,19.20,80.8
2025-06-16 23:20:01,19.10,84.2
2025-06-16 23:30:01,19.10,81.4
2025-06-16 23:40:01,19.00,83.7
2025-06-16 23:50:01,18.81,84.6
2025-06-17 00:00:01,18.51,85.3
2025-06-17 00:10:01,18.31,85.3
2025-06-17 00:20:02,18.11,86.5
2025-06-17 00:30:01,17.91,87.2
2025-06-17 00:40:01,17.72,87.5
2025-06-17 00:50:01,17.52,87.9
2025-06-17 01:00:01,17.32,87.2
2025-06-17 01:10:01,17.12,87.6
2025-06-17 01:20:01,16.92,88.6
2025-06-17 01:30:01,16.83,89.4
2025-06-17 01:40:01,16.73,89.9
2025-06-17 01:50:01,16.63,89.4
2025-06-17 02:00:01,16.53,91
2025-06-17 02:10:01,16.53,91.9
2025-06-17 02:20:01,16.43,91
2025-06-17 02:30:01,16.23,90.4
2025-06-17 02:40:01,16.03,88.9
2025-06-17 02:50:01,15.84,89.5
2025-06-17 03:00:01,15.64,90
2025-06-17 03:10:01,15.44,91.2
2025-06-17 03:20:01,15.34,91.2
2025-06-17 03:30:01,15.14,91.7
2025-06-17 03:40:01,15.14,92
2025-06-17 03:50:01,15.14,93.1
2025-06-17 04:00:01,15.24,93.7
2025-06-17 04:10:01,15.44,94.4
2025-06-17 04:20:01,15.54,94.3
2025-06-17 04:30:01,15.54,94.7
2025-06-17 04:40:01,15.64,94.8
2025-06-17 04:50:01,15.74,94.2
2025-06-17 05:00:01,15.84,95.1
2025-06-17 05:10:01,15.93,95
2025-06-17 05:20:01,15.93,94.9
2025-06-17 05:30:01,16.03,95.1
2025-06-17 05:40:01,16.13,95.5
2025-06-17 05:50:01,16.13,95.8
2025-06-17 06:00:01,16.13,95.6
2025-06-17 06:10:01,16.23,95.3
2025-06-17 06:20:01,16.23,95.9
2025-06-17 06:30:01,16.43,95.1
2025-06-17 06:40:01,16.63,95.9
2025-06-17 06:50:01,16.83,95
2025-06-17 07:00:01,17.22,95.2
2025-06-17 07:10:01,17.52,93.5
2025-06-17 07:20:01,18.01,92.8
2025-06-17 07:30:01,18.90,92.1
2025-06-17 07:40:01,19.70,90.8
2025-06-17 07:50:01,19.80,90.8
2025-06-17 08:00:01,20.29,88.3
2025-06-17 08:10:01,20.49,85.2
2025-06-17 08:20:01,20.59,82.7
2025-06-17 08:30:01,20.69,81.8
2025-06-17 08:40:01,21.38,80.1
2025-06-17 08:50:01,21.38,79.4
2025-06-17 09:00:01,21.28,80.2
2025-06-17 09:10:01,20.98,79.8
2025-06-17 09:20:01,20.98,80.4
2025-06-17 09:30:01,21.28,80.2
2025-06-17 09:40:01,21.38,80.5
2025-06-17 09:50:01,21.18,79.3
2025-06-17 10:00:01,21.28,79.4
2025-06-17 10:10:02,21.18,79.5
2025-06-17 10:20:01,21.78,77.6
2025-06-17 10:30:01,21.97,76.4
2025-06-17 10:40:01,23.36,74.1
2025-06-17 10:50:01,23.56,71.8
2025-06-17 11:00:02,24.15,69.4
2025-06-17 11:10:01,24.05,70.7
2025-06-17 11:20:01,24.25,69.9
2025-06-17 11:30:01,23.95,71.4
2025-06-17 11:40:01,24.94,67.2
2025-06-17 11:50:01,23.76,67.5
2025-06-17 12:00:01,23.56,69.8
2025-06-17 12:10:01,23.76,70.6
2025-06-17 12:20:01,23.26,70.7
2025-06-17 12:30:01,23.46,69.2
2025-06-17 12:40:01,23.85,68.4
2025-06-17 12:50:01,25.64,65.1
2025-06-17 13:00:01,26.73,63.3
2025-06-17 13:10:01,26.82,62.3
2025-06-17 13:20:01,26.73,61.7
2025-06-17 13:30:01,26.92,58.1
2025-06-17 13:40:01,26.63,59.3
2025-06-17 13:50:01,26.33,61.6
2025-06-17 14:00:01,26.73,61.1
2025-06-17 14:10:01,27.72,61.1
2025-06-17 14:20:01,27.42,59.1
2025-06-17 14:30:01,27.42,54.5
2025-06-17 14:40:01,28.01,56.8
2025-06-17 14:50:01,28.01,54.1
2025-06-17 15:00:01,27.52,54.4
2025-06-17 15:10:01,27.72,55.5
2025-06-17 15:20:01,26.82,54
2025-06-17 15:30:01,27.22,53.3
2025-06-17 15:40:01,27.32,52.7
2025-06-17 15:50:01,27.81,56.4
2025-06-17 16:00:01,27.81,52.1
2025-06-17 16:10:01,27.81,52.5
2025-06-17 16:20:01,28.11,52.9
2025-06-17 16:30:01,28.01,54.9
2025-06-17 16:40:01,27.81,55
2025-06-17 16:50:01,27.52,55
2025-06-17 17:00:01,27.22,55.4
2025-06-17 17:10:01,26.73,53.6
2025-06-17 17:20:01,26.53,54.7
2025-06-17 17:30:01,26.43,54.9
2025-06-17 17:40:02,26.63,55.5
2025-06-17 17:50:01,26.63,57.3
2025-06-17 18:00:01,26.43,55.7
2025-06-17 18:10:01,26.53,56.9
2025-06-17 18:20:02,26.63,58.5
2025-06-17 18:30:01,26.33,58.7
2025-06-17 18:40:01,26.13,58.1
2025-06-17 18:50:01,25.93,58.3
2025-06-17 19:00:01,25.83,59.3
2025-06-17 19:10:01,25.74,58.9
2025-06-17 19:20:01,25.54,59
2025-06-17 19:30:01,25.44,59.4
2025-06-17 19:40:01,25.34,60.3
2025-06-17 19:50:01,24.94,61.9
2025-06-17 20:00:01,24.45,62.5
2025-06-17 20:10:01,24.25,63.6
2025-06-17 20:20:01,23.95,64.7
2025-06-17 20:30:01,23.76,66.4
2025-06-17 20:40:01,23.46,67.2
2025-06-17 20:50:01,23.16,68.4
2025-06-17 21:00:01,22.96,69.5
2025-06-17 21:10:01,22.77,70.5
2025-06-17 21:20:02,22.57,72.2
2025-06-17 21:30:01,22.37,72.9
2025-06-17 21:40:01,22.17,73.6
2025-06-17 21:50:01,21.97,74.7
2025-06-17 22:00:01,21.78,75.8
2025-06-17 22:10:01,21.68,76.5
2025-06-17 22:20:01,21.68,76.5
2025-06-17 22:30:01,21.58,77.7
2025-06-17 22:40:01,21.38,78.2
2025-06-17 22:50:01,21.38,78.8
2025-06-17 23:00:01,21.28,79.1
2025-06-17 23:10:01,21.28,79.7
2025-06-17 23:20:01,21.08,81.5
2025-06-17 23:30:01,21.18,80.5
2025-06-17 23:40:01,20.98,82.8
2025-06-17 23:50:01,20.79,82.7
2025-06-18 00:00:01,20.59,83.5
2025-06-18 00:10:01,20.29,84.7
2025-06-18 00:20:01,20.19,85.7
2025-06-18 00:30:01,20.39,85.6
2025-06-18 00:40:01,20.39,85.7
2025-06-18 00:50:01,20.19,86.8
2025-06-18 01:00:01,20.09,86.6
2025-06-18 01:10:01,19.99,87.7
2025-06-18 01:20:01,20.19,87.8
2025-06-18 01:30:01,20.29,87.7
2025-06-18 01:40:01,20.19,88.1
2025-06-18 01:50:01,20.19,88.5
2025-06-18 02:00:01,20.19,88.7
2025-06-18 02:10:01,20.19,88.9
2025-06-18 02:20:01,20.09,89.3
2025-06-18 02:30:01,20.19,89.3
2025-06-18 02:40:02,20.09,89.5
2025-06-18 02:50:01,20.09,90.2
2025-06-18 03:00:01,20.09,90.5
2025-06-18 03:10:01,19.99,91
2025-06-18 03:20:01,19.89,91.8
2025-06-18 03:30:01,19.89,92
2025-06-18 03:40:01,19.89,92.3
2025-06-18 03:50:01,19.89,92.8
2025-06-18 04:00:01,19.89,92.5
2025-06-18 04:10:01,19.89,92.7
2025-06-18 04:20:01,19.89,92.8
2025-06-18 04:30:01,19.89,93.2
2025-06-18 04:40:01,19.89,93.5
2025-06-18 04:50:02,19.89,93.6
2025-06-18 05:00:01,19.80,93.9
2025-06-18 05:10:01,19.89,93.8
2025-06-18 05:20:01,19.99,93.8
2025-06-18 05:30:01,19.99,93.4
2025-06-18 05:40:01,20.09,93.5
2025-06-18 05:50:01,20.09,93.5
2025-06-18 06:00:01,20.19,93.4
2025-06-18 06:10:01,20.29,93
2025-06-18 06:20:01,20.29,92.6
2025-06-18 06:30:01,20.49,92.3
2025-06-18 06:40:01,20.79,91.3
2025-06-18 06:50:01,20.88,90.9
2025-06-18 07:00:01,20.98,90.7
2025-06-18 07:10:01,21.08,89.9
2025-06-18 07:20:01,21.28,89.7
2025-06-18 07:30:01,21.28,90.3
2025-06-18 07:40:01,21.38,89.7
2025-06-18 07:50:01,21.38,90.5
2025-06-18 08:00:01,21.38,90.2
2025-06-18 08:10:01,21.58,89.4
2025-06-18 08:20:01,21.87,89
2025-06-18 08:30:01,21.97,89.5
2025-06-18 08:40:01,22.17,90.2
2025-06-18 08:50:01,22.57,87.6
2025-06-18 09:00:01,22.67,87.3
2025-06-18 09:10:01,22.86,86.1
2025-06-18 09:20:01,23.06,87.6
2025-06-18 09:30:01,23.06,88.2
2025-06-18 09:40:01,23.46,85.4
2025-06-18 09:50:01,23.66,86.3
2025-06-18 10:00:01,24.55,83.9
2025-06-18 10:10:01,25.14,80.1
2025-06-18 10:20:01,25.34,80.8
2025-06-18 10:30:01,27.02,76.3
2025-06-18 10:40:01,27.62,75.7
2025-06-18 10:50:01,29.70,68.3
2025-06-18 11:00:01,30.78,63.4
2025-06-18 11:10:01,29.70,63.4
2025-06-18 11:20:01,29.60,67.5
2025-06-18 11:30:01,31.08,62.6
2025-06-18 11:40:01,30.98,63.7
2025-06-18 11:50:01,30.78,61.6
2025-06-18 12:00:01,29.70,62.9
2025-06-18 12:10:01,29.79,60.9
2025-06-18 12:20:01,30.59,63
2025-06-18 12:30:01,30.78,63.3
2025-06-18 12:40:01,30.88,61.6
2025-06-18 12:50:01,31.18,63.6
2025-06-18 13:00:01,30.78,60.7
2025-06-18 13:10:01,30.59,62.4
2025-06-18 13:20:02,30.59,64.7
2025-06-18 13:30:01,30.88,59.7
2025-06-18 13:40:01,30.98,59.7
2025-06-18 13:50:01,31.28,59.6
2025-06-18 14:00:01,31.97,61.3
2025-06-18 14:10:01,32.07,59.5
2025-06-18 14:20:01,31.68,56.7
2025-06-18 14:30:01,31.38,60.7
2025-06-18 14:40:01,31.38,56.7
2025-06-18 14:50:01,31.58,55.7
2025-06-18 15:00:01,31.38,60.1
2025-06-18 15:10:01,31.58,57.9
2025-06-18 15:20:01,31.48,57.3
2025-06-18 15:30:01,31.28,53.8
2025-06-18 15:40:01,30.78,58.5
2025-06-18 15:50:01,30.19,54.2
2025-06-18 16:00:01,30.49,57.7
2025-06-18 16:10:01,30.39,56.7
2025-06-18 16:20:01,30.29,55.6
2025-06-18 16:30:01,29.99,52.6
2025-06-18 16:40:01,29.89,54.1
2025-06-18 16:50:01,29.40,54.5
2025-06-18 17:00:01,29.40,56
2025-06-18 17:10:01,29.20,56.9
2025-06-18 17:20:01,28.90,57.7
2025-06-18 17:30:01,28.90,55.8
2025-06-18 17:40:01,28.90,59.2
2025-06-18 17:50:01,28.71,54.6
2025-06-18 18:00:01,28.41,58.7
2025-06-18 18:10:01,28.31,60.8
2025-06-18 18:20:01,28.11,63.3
2025-06-18 18:30:01,28.01,61.8
2025-06-18 18:40:01,27.81,63.4
2025-06-18 18:50:01,27.72,64.1
2025-06-18 19:00:01,27.42,62.3
2025-06-18 19:10:01,27.32,64.4
2025-06-18 19:20:01,26.82,67.5
2025-06-18 19:30:01,26.73,68.2
2025-06-18 19:40:01,26.53,68.3
2025-06-18 19:50:01,25.83,72.3
2025-06-18 20:00:01,25.34,71.5
2025-06-18 20:10:01,24.84,72.3
2025-06-18 20:20:01,24.45,72
2025-06-18 20:30:01,23.95,76.5
2025-06-18 20:40:01,23.66,75.6
2025-06-18 20:50:01,23.36,77.3
2025-06-18 21:00:01,22.96,78.7
2025-06-18 21:10:01,22.67,79.6
2025-06-18 21:20:01,22.47,79.6
2025-06-18 21:30:01,22.37,81.4
2025-06-18 21:40:01,22.27,81
2025-06-18 21:50:01,22.17,80.8
2025-06-18 22:00:01,21.97,83.3
2025-06-18 22:10:01,21.68,81.2
2025-06-18 22:20:01,21.48,82.9
2025-06-18 22:30:01,21.48,82.3
2025-06-18 22:40:01,21.48,83
2025-06-18 22:50:01,21.38,84.9
2025-06-18 23:00:01,21.28,84
2025-06-18 23:10:01,21.18,85.6
2025-06-18 23:20:01,21.18,84.8
2025-06-18 23:30:01,21.08,84.5
2025-06-18 23:40:01,20.98,84.3
2025-06-18 23:50:01,20.88,84.8
2025-06-19 00:00:01,20.79,85.9
2025-06-19 00:10:01,20.69,86.1
2025-06-19 00:20:01,20.69,86.8
2025-06-19 00:30:01,20.59,86.2
2025-06-19 00:40:01,20.49,87
2025-06-19 00:50:01,20.49,86.5
2025-06-19 01:00:01,20.39,86.1
2025-06-19 01:10:01,20.39,88.2
2025-06-19 01:20:01,20.39,88.8
2025-06-19 01:30:01,20.29,89.2
2025-06-19 01:40:01,20.19,88.3
2025-06-19 01:50:01,20.09,89.8
2025-06-19 02:00:01,20.09,89.9
2025-06-19 02:10:01,19.99,90.5
2025-06-19 02:20:01,19.99,89
2025-06-19 02:30:01,19.89,90.9
2025-06-19 02:40:01,19.89,89.7
2025-06-19 02:50:01,19.89,90.4
2025-06-19 03:00:01,19.80,91.3
2025-06-19 03:10:01,19.80,91.2
2025-06-19 03:20:01,19.70,92.2
2025-06-19 03:30:01,19.60,91.7
2025-06-19 03:40:01,19.50,91.9
2025-06-19 03:50:01,19.50,92.4
2025-06-19 04:00:02,19.40,92.8
2025-06-19 04:10:01,19.30,93.5
2025-06-19 04:20:01,19.30,93.6
2025-06-19 04:30:01,19.30,94.1
2025-06-19 04:40:01,19.30,94.1
2025-06-19 04:50:01,19.20,94
2025-06-19 05:00:02,19.30,94.7
2025-06-19 05:10:01,19.20,95
2025-06-19 05:20:01,19.20,93.8
2025-06-19 05:30:01,19.20,95.4
2025-06-19 05:40:01,19.20,95.8
2025-06-19 05:50:01,19.20,95.4
2025-06-19 06:00:01,19.20,96
2025-06-19 06:10:01,19.30,96.3
2025-06-19 06:20:01,19.30,96.8
2025-06-19 06:30:01,19.40,96.8
2025-06-19 06:40:01,19.50,97.1
2025-06-19 06:50:01,19.50,97.7
2025-06-19 07:00:01,19.70,96.9
2025-06-19 07:10:01,19.80,97.3
2025-06-19 07:20:01,19.99,98.1
2025-06-19 07:30:01,20.09,96.8
2025-06-19 07:40:01,20.29,97.6
2025-06-19 07:50:01,20.49,96.3
2025-06-19 08:00:01,20.88,96.3
2025-06-19 08:10:01,21.58,95.2
2025-06-19 08:20:01,21.87,93.2
2025-06-19 08:30:01,22.17,91.9
2025-06-19 08:40:01,22.37,90.5
2025-06-19 08:50:01,22.17,91.1
